[peak]id_number	mz	rtime	apex(scan number)	[EmpCpd]interim_id            	[EmpCpd]ion_relation	neutral_formula	neutral_formula_mass            	name_1st_guess	matched_DB_shorts	matched_DB_records
F69	152.0706204175949	106.85209128	279	kp12_151.0633	M0,M+H+	None	151.0633349636461	Ethyl nicotinate	(HMDB0059846$Ethyl nicotinate;HMDB0060680$2-Amino-3-methylbenzoate;HMDB0061919$2'-Hydroxyacetanilide;HMDB0001859$Acetaminophen;HMDB0002210$2-Phenylglycine;HMDB0012219$Dopamine quinone;HMDB0012992$Leukoaminochrome;HMDB0029703$Methyl 2-aminobenzoate;HMDB0032609$2-(Methylamino)benzoic acid;HMDB0033903$3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione)	('C8H9NO2_151.063329', '', 1)
F162	153.0739574432373	106.85209128	279	kp12_151.0633	13C/12C,M+H+	None	151.0633349636461	Ethyl nicotinate	(HMDB0059846$Ethyl nicotinate;HMDB0060680$2-Amino-3-methylbenzoate;HMDB0061919$2'-Hydroxyacetanilide;HMDB0001859$Acetaminophen;HMDB0002210$2-Phenylglycine;HMDB0012219$Dopamine quinone;HMDB0012992$Leukoaminochrome;HMDB0029703$Methyl 2-aminobenzoate;HMDB0032609$2-(Methylamino)benzoic acid;HMDB0033903$3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione)	('C8H9NO2_151.063329', '', 1)
F163	153.0739574432373	113.5725908320002	296	kp13_151.0633	13C/12C,M+H+	None	151.0633349636461	Ethyl nicotinate	(HMDB0059846$Ethyl nicotinate;HMDB0060680$2-Amino-3-methylbenzoate;HMDB0061919$2'-Hydroxyacetanilide;HMDB0001859$Acetaminophen;HMDB0002210$2-Phenylglycine;HMDB0012219$Dopamine quinone;HMDB0012992$Leukoaminochrome;HMDB0029703$Methyl 2-aminobenzoate;HMDB0032609$2-(Methylamino)benzoic acid;HMDB0033903$3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione)	('C8H9NO2_151.063329', '', 1)
F70	152.0706204175949	113.5725908320002	296	kp13_151.0633	M0,M+H+	None	151.0633349636461	Ethyl nicotinate	(HMDB0059846$Ethyl nicotinate;HMDB0060680$2-Amino-3-methylbenzoate;HMDB0061919$2'-Hydroxyacetanilide;HMDB0001859$Acetaminophen;HMDB0002210$2-Phenylglycine;HMDB0012219$Dopamine quinone;HMDB0012992$Leukoaminochrome;HMDB0029703$Methyl 2-aminobenzoate;HMDB0032609$2-(Methylamino)benzoic acid;HMDB0033903$3alpha,4,7,7alpha-Tetrahydro-1H-isoindole-1,3(2H)-dione)	('C8H9NO2_151.063329', '', 1)
F3627	148.06043130159378	197.100775215	515	kp14_147.0531	M0,M+H+	None	147.0530962895713	DL-Glutamate	(HMDB0060475$DL-Glutamate;HMDB0062183$N-lactoyl-Glycine;HMDB0000148$L-Glutamic acid;HMDB0002393$N-Methyl-D-aspartic acid;HMDB0002931$N-Acetylserine;HMDB0003011$O-Acetylserine;HMDB0003339$D-Glutamic acid;HMDB0006556$L-4-Hydroxyglutamate semialdehyde;HMDB0033550$3-(Carboxymethylamino)propanoic acid)	('C5H9NO4_147.053158', '', 1)
F3844	150.06697368621826	196.7206739989998	514	kp14_147.0531	13C/12C*2,M+H+	None	147.0530962895713	DL-Glutamate	(HMDB0060475$DL-Glutamate;HMDB0062183$N-lactoyl-Glycine;HMDB0000148$L-Glutamic acid;HMDB0002393$N-Methyl-D-aspartic acid;HMDB0002931$N-Acetylserine;HMDB0003011$O-Acetylserine;HMDB0003339$D-Glutamic acid;HMDB0006556$L-4-Hydroxyglutamate semialdehyde;HMDB0033550$3-(Carboxymethylamino)propanoic acid)	('C5H9NO4_147.053158', '', 1)
F3763	149.06377828121185	196.3507106869998	513	kp14_147.0531	13C/12C,M+H+	None	147.0530962895713	DL-Glutamate	(HMDB0060475$DL-Glutamate;HMDB0062183$N-lactoyl-Glycine;HMDB0000148$L-Glutamic acid;HMDB0002393$N-Methyl-D-aspartic acid;HMDB0002931$N-Acetylserine;HMDB0003011$O-Acetylserine;HMDB0003339$D-Glutamic acid;HMDB0006556$L-4-Hydroxyglutamate semialdehyde;HMDB0033550$3-(Carboxymethylamino)propanoic acid)	('C5H9NO4_147.053158', '', 1)
F71	152.07384324073792	197.100775215	515	kp15_151.0666	M0,M+H+	None	151.0665726879503			
F165	153.0772100687027	197.100775215	515	kp15_151.0666	13C/12C,M+H+	None	151.0665726879503			
F139	190.07735684514046	112.8083034400002	294	kp16_187.0634	13C/12C*2,M+H+	None	187.0633756271364	Indoleacrylic acid	(HMDB0000734$Indoleacrylic acid), (HMDB0033249$6-Chloro-N-(1-methylethyl)-1,3,5-triazine-2,4-diamine)	('C11H9NO2_187.063329', '', 1), ('C6H10ClN5_187.062473', '', 1)
F3486	188.0706729888916	113.5725908320002	296	kp16_187.0634	M0,M+H+	None	187.0633756271364	Indoleacrylic acid	(HMDB0000734$Indoleacrylic acid), (HMDB0033249$6-Chloro-N-(1-methylethyl)-1,3,5-triazine-2,4-diamine)	('C11H9NO2_187.063329', '', 1), ('C6H10ClN5_187.062473', '', 1)
F79	189.07399144768715	112.8083034400002	294	kp16_187.0634	13C/12C,M+H+	None	187.0633756271364	Indoleacrylic acid	(HMDB0000734$Indoleacrylic acid), (HMDB0033249$6-Chloro-N-(1-methylethyl)-1,3,5-triazine-2,4-diamine)	('C11H9NO2_187.063329', '', 1), ('C6H10ClN5_187.062473', '', 1)
F8204	190.0904598236084	234.436313568	613	kp17_188.0798	13C/12C,M+H+	None	188.07982548269288	N-Acetylglutamine	(HMDB0006029$N-Acetylglutamine;HMDB0011173$Glycylhydroxyproline)	('C7H12N2O4_188.079707', '', 1)
F84	189.08709907531738	234.436313568	613	kp17_188.0798	M0,M+H+	None	188.07982548269288	N-Acetylglutamine	(HMDB0006029$N-Acetylglutamine;HMDB0011173$Glycylhydroxyproline)	('C7H12N2O4_188.079707', '', 1)
F7407	190.137939453125	215.494285599	563	kp18_188.1274	13C/12C,M+H+	None	188.1273547926809	Homo-L-arginine	(HMDB0000670$Homo-L-arginine;HMDB0029416$L-Targinine)	('C7H16N4O2_188.127326', '', 1)
F116	189.13467806577682	215.494285599	563	kp18_188.1274	M0,M+H+	None	188.1273547926809	Homo-L-arginine	(HMDB0000670$Homo-L-arginine;HMDB0029416$L-Targinine)	('C7H16N4O2_188.127326', '', 1)
F121	189.15986442565918	250.48187379199982	655	kp19_188.1526	M0,M+H+	None	188.15257843526857	N6,N6,N6-Trimethyl-L-lysine	(HMDB0001325$N6,N6,N6-Trimethyl-L-lysine)	('C9H20N2O2_188.152478', '', 1)
F7412	190.16320037841797	250.10021283199978	654	kp19_188.1526	13C/12C,M+H+	None	188.15257843526857	N6,N6,N6-Trimethyl-L-lysine	(HMDB0001325$N6,N6,N6-Trimethyl-L-lysine)	('C9H20N2O2_188.152478', '', 1)
F143	153.0658699274063	25.20150499099998	65	kp20_152.0586	M0,M+H+	None	152.05856480392472	N1-Methyl-2-pyridone-5-carboxamide	(HMDB0004193$N1-Methyl-2-pyridone-5-carboxamide;HMDB0004194$N1-Methyl-4-pyridone-3-carboxamide)	('C7H8N2O2_152.058578', '', 1)
F235	154.06916761398315	24.81950931100002	64	kp20_152.0586	13C/12C,M+H+	None	152.05856480392472	N1-Methyl-2-pyridone-5-carboxamide	(HMDB0004193$N1-Methyl-2-pyridone-5-carboxamide;HMDB0004194$N1-Methyl-4-pyridone-3-carboxamide)	('C7H8N2O2_152.058578', '', 1)
F144	153.0658699274063	29.84366942299998	77	kp21_152.0586	M0,M+H+	None	152.05856480392472	N1-Methyl-2-pyridone-5-carboxamide	(HMDB0004193$N1-Methyl-2-pyridone-5-carboxamide;HMDB0004194$N1-Methyl-4-pyridone-3-carboxamide)	('C7H8N2O2_152.058578', '', 1)
F236	154.06916761398315	30.22548070300002	78	kp21_152.0586	13C/12C,M+H+	None	152.05856480392472	N1-Methyl-2-pyridone-5-carboxamide	(HMDB0004193$N1-Methyl-2-pyridone-5-carboxamide;HMDB0004194$N1-Methyl-4-pyridone-3-carboxamide)	('C7H8N2O2_152.058578', '', 1)
F199	237.91873157024384	139.4946092470002	364	kp22_235.9081	13C/12C,M+H+	None	235.9081055292751			
F176	236.9153874218464	139.8640607509998	365	kp22_235.9081	M0,M+H+	None	235.9081055292751			
F179	191.15433678030968	17.634313135999978	45	kp23_190.1471	M0,M+H+	None	190.14705560740995			
F7956	192.15765762329102	18.00544076800002	46	kp23_190.1471	13C/12C,M+H+	None	190.14705560740995			
F3285	232.1809058189392	19.138889808	49	kp23_190.1471	M0,ACN	None	190.14705560740995			
F264	193.16285401582718	24.067011759	62	kp24_191.1522	13C/12C,M+H+	None	191.15223308595674			
F228	192.1595200896263	24.067011759	62	kp24_191.1522	M0,M+H+	None	191.15223308595674			
F229	192.1595200896263	28.31444323099998	73	kp25_191.1522	M0,M+H+	None	191.15223308595674			
F265	193.16285401582718	28.31444323099998	73	kp25_191.1522	13C/12C,M+H+	None	191.15223308595674			
F266	193.16285401582718	36.01728884800002	93	kp26_191.1522	13C/12C,M+H+	None	191.15223308595674			
F230	192.1595200896263	36.39914777599998	94	kp26_191.1522	M0,M+H+	None	191.15223308595674			
F6386	95.06844353675842	111.6512115349998	291	kp27_93.0578	13C/12C,M+H+	None	93.05782350095767	3-Methylpyridine	(HMDB0061887$3-Methylpyridine;HMDB0061888$2-Methylpyridine;HMDB0003012$Aniline)	('C6H7N_93.057849', '', 1)
F238	94.0651113986969	111.6512115349998	291	kp27_93.0578	M0,M+H+	None	93.05782350095767	3-Methylpyridine	(HMDB0061887$3-Methylpyridine;HMDB0061888$2-Methylpyridine;HMDB0003012$Aniline)	('C6H7N_93.057849', '', 1)
F306	154.12266039848328	17.261245183999982	44	kp28_151.109	13C/12C*2,M+H+	None	151.1090319669636			
F352	195.14926159381866	17.634313135999978	45	kp28_151.109	13C/12C*2,ACN	None	151.1090319669636			
F261	193.14352130889893	17.634313135999978	45	kp28_151.109	M0,ACN	None	151.1090319669636			
F8016	277.20249938964844	18.376167168000002	47	kp29_235.1686	M0,ACN	None	235.16860580393617	Procainamide	(HMDB0015169$Procainamide)	('C13H21N3O_235.168462', '', 1)
F169	236.17581415176392	18.376167168000002	47	kp29_235.1686	M0,M+H+	None	235.16860580393617	Procainamide	(HMDB0015169$Procainamide)	('C13H21N3O_235.168462', '', 1)
F263	239.14901196956635	29.84366942299998	77	kp30_238.1417	M0,M+H+	None	238.141749761429			
F304	240.15239548683167	30.22548070300002	78	kp30_238.1417	13C/12C,M+H+	None	238.141749761429			
F269	194.11764627695084	160.3731193120002	419	kp31_193.1103	M0,M+H+	None	193.11033486517923	(R)-N-Methylsalsolinol	(HMDB0003626$(R)-N-Methylsalsolinol;HMDB0003892$(S)-N-Methylsalsolinol;HMDB0012469$(-)-Salsoline;HMDB0012484$(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline;HMDB0031797$2-Isopropylphenyl methylcarbamate;HMDB0035072$2-Methylpropyl 2-aminobenzoate;HMDB0036906$Butyl 2-aminobenzoate;HMDB0037698$Ethyl N-ethylanthranilate)	('C11H15NO2_193.110279', '', 1)
F323	195.12093138694763	160.3731193120002	419	kp31_193.1103	13C/12C,M+H+	None	193.11033486517923	(R)-N-Methylsalsolinol	(HMDB0003626$(R)-N-Methylsalsolinol;HMDB0003892$(S)-N-Methylsalsolinol;HMDB0012469$(-)-Salsoline;HMDB0012484$(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline;HMDB0031797$2-Isopropylphenyl methylcarbamate;HMDB0035072$2-Methylpropyl 2-aminobenzoate;HMDB0036906$Butyl 2-aminobenzoate;HMDB0037698$Ethyl N-ethylanthranilate)	('C11H15NO2_193.110279', '', 1)
F292	240.1019824743271	92.63077196800019	242	kp32_239.0947	M0,M+H+	None	239.0947053799297	N-Ornithyl-L-taurine	(HMDB0033519$N-Ornithyl-L-taurine)	('C7H17N3O4S_239.093977', '', 1)
F362	241.10533621907234	92.63077196800019	242	kp32_239.0947	13C/12C,M+H+	None	239.0947053799297	N-Ornithyl-L-taurine	(HMDB0033519$N-Ornithyl-L-taurine)	('C7H17N3O4S_239.093977', '', 1)
F399	155.12600421905518	105.3284664640002	275	kp33_153.1154	13C/12C,M+H+	None	153.11537834199922	psi-Pelletierine	(HMDB0034580$psi-Pelletierine;HMDB0037856$2-Methyl-4-pentyloxazole;HMDB0037857$4-Methyl-2-pentyloxazole;HMDB0037862$5-Butyl-2-ethyloxazole;HMDB0037872$2-Ethyl-4-methyl-5-propyloxazole;HMDB0037873$4-Ethyl-2-methyl-5-propyloxazole;HMDB0037874$5-Ethyl-4-methyl-2-(1-methylethyl)oxazole;HMDB0037875$2-Butyl-4,5-dimethyloxazole;HMDB0037876$5-Ethyl-2-methyl-4-propyloxazole;HMDB0037878$4-Ethyl-5-methyl-2-(1-methylethyl)oxazole;HMDB0037879$4-Butyl-2,5-dimethyloxazole;HMDB0037880$2-Isobutyl-4,5-dimethyloxazole;HMDB0037881$4-Ethyl-5-methyl-2-propyloxazole;HMDB0037882$5-Butyl-2,4-dimethyloxazole)	('C9H15NO_153.115364', '', 1)
F308	154.12266039848328	105.7106445439998	276	kp33_153.1154	M0,M+H+	None	153.11537834199922	psi-Pelletierine	(HMDB0034580$psi-Pelletierine;HMDB0037856$2-Methyl-4-pentyloxazole;HMDB0037857$4-Methyl-2-pentyloxazole;HMDB0037862$5-Butyl-2-ethyloxazole;HMDB0037872$2-Ethyl-4-methyl-5-propyloxazole;HMDB0037873$4-Ethyl-2-methyl-5-propyloxazole;HMDB0037874$5-Ethyl-4-methyl-2-(1-methylethyl)oxazole;HMDB0037875$2-Butyl-4,5-dimethyloxazole;HMDB0037876$5-Ethyl-2-methyl-4-propyloxazole;HMDB0037878$4-Ethyl-5-methyl-2-(1-methylethyl)oxazole;HMDB0037879$4-Butyl-2,5-dimethyloxazole;HMDB0037880$2-Isobutyl-4,5-dimethyloxazole;HMDB0037881$4-Ethyl-5-methyl-2-propyloxazole;HMDB0037882$5-Butyl-2,4-dimethyloxazole)	('C9H15NO_153.115364', '', 1)
F6411	241.18392848968506	16.89020167999998	43	kp34_239.1733	13C/12C,M+H+	None	239.17332217785375			
F325	240.18062379956245	16.128934896	41	kp34_239.1733	M0,M+H+	None	239.17332217785375			
F336	240.96729534864426	147.0357173599998	384	kp35_239.96	M0,M+H+	None	239.9600288787748			
F384	241.97067034244537	146.66654663999998	383	kp35_239.96	13C/12C,M+H+	None	239.9600288787748			
F510	197.1285610795021	17.634313135999978	45	kp36_153.0883	13C/12C*2,ACN	None	153.08832600875618			
F337	195.12279975414276	17.261245183999982	44	kp36_153.0883	M0,ACN	None	153.08832600875618			
F447	156.10196459293365	17.634313135999978	45	kp36_153.0883	13C/12C*2,M+H+	None	153.08832600875618			
F338	195.12279975414276	23.323117551	60	kp37_194.1155	M0,M+H+	None	194.11553975137727	Tetraethylene glycol	(HMDB0094708$Tetraethylene glycol)	('C8H18O5_194.115424', '', 1)
F392	196.1261876821518	23.323117551	60	kp37_194.1155	13C/12C,M+H+	None	194.11553975137727	Tetraethylene glycol	(HMDB0094708$Tetraethylene glycol)	('C8H18O5_194.115424', '', 1)
F339	195.12279975414276	27.540145023	71	kp38_194.1155	M0,M+H+	None	194.11553975137727	Tetraethylene glycol	(HMDB0094708$Tetraethylene glycol)	('C8H18O5_194.115424', '', 1)
F393	196.1261876821518	27.540145023	71	kp38_194.1155	13C/12C,M+H+	None	194.11553975137727	Tetraethylene glycol	(HMDB0094708$Tetraethylene glycol)	('C8H18O5_194.115424', '', 1)
F513	197.1285610795021	114.71733545599979	299	kp39_194.115	13C/12C*2,M+H+	None	194.11504895005243	Tetraethylene glycol	(HMDB0094708$Tetraethylene glycol)	('C8H18O5_194.115424', '', 1)
F340	195.12279975414276	113.9537142079998	297	kp39_194.115	M0,M+H+	None	194.11504895005243	Tetraethylene glycol	(HMDB0094708$Tetraethylene glycol)	('C8H18O5_194.115424', '', 1)
F347	155.0688400566578	131.832313167	344	kp40_154.0615	M0,M+H+	None	154.0615464517738			
F413	156.07216078042984	132.5959778869998	346	kp40_154.0615	13C/12C,M+H+	None	154.0615464517738			
F209	237.97885406017303	262.69983455899984	687	kp41_199.0158	M0,K/H	None	199.0158284231092			
F798	200.02313768863678	262.69983455899984	687	kp41_199.0158	M0,M+H+	None	199.0158284231092			
F876	201.02648758888245	262.69983455899984	687	kp41_199.0158	13C/12C,M+H+	None	199.0158284231092			
F2415	222.00508296489716	263.84686694299984	690	kp41_199.0158	M0,Na/H	None	199.0158284231092			
F6436	242.05303382873535	263.08145255899984	688	kp41_199.0158	13C/12C,ACN	None	199.0158284231092			
F358	241.0497232079506	262.69983455899984	687	kp41_199.0158	M0,ACN	None	199.0158284231092			
F815	158.99648612737656	262.69983455899984	687	kp42_157.9893	M0,M+H+	None	157.98927105005282			
F2747	180.97860890626907	262.69983455899984	687	kp42_157.9893	M0,Na/H	None	157.98927105005282			
F439	156.08485794067383	23.323117551	60	kp43_154.0742	13C/12C,M+H+	None	154.07423066290872			
F367	155.08151131868362	22.95194303899998	59	kp43_154.0742	M0,M+H+	None	154.07423066290872			
F846	200.1282331943512	142.8654378880002	373	kp44_199.1209	M0,M+H+	None	199.12094366075596	Ecgonine methyl ester	(HMDB0006406$Ecgonine methyl ester;HMDB0031820$Neotussilagine;HMDB0094801$2-octenoylglycine;HMDB0094802$3-octenoylglycine;HMDB0094803$4-octenoylglycine;HMDB0094804$5-octenoylglycine;HMDB0094805$6-octenoylglycine;HMDB0094806$7-octenoylglycine)	('C10H17NO3_199.120843', '', 1)
F400	242.1581140756607	142.8654378880002	373	kp44_199.1209	13C/12C,ACN	None	199.12094366075596	Ecgonine methyl ester	(HMDB0006406$Ecgonine methyl ester;HMDB0031820$Neotussilagine;HMDB0094801$2-octenoylglycine;HMDB0094802$3-octenoylglycine;HMDB0094803$4-octenoylglycine;HMDB0094804$5-octenoylglycine;HMDB0094805$6-octenoylglycine;HMDB0094806$7-octenoylglycine)	('C10H17NO3_199.120843', '', 1)
F376	241.154766112566	142.8654378880002	373	kp44_199.1209	M0,ACN	None	199.12094366075596	Ecgonine methyl ester	(HMDB0006406$Ecgonine methyl ester;HMDB0031820$Neotussilagine;HMDB0094801$2-octenoylglycine;HMDB0094802$3-octenoylglycine;HMDB0094803$4-octenoylglycine;HMDB0094804$5-octenoylglycine;HMDB0094805$6-octenoylglycine;HMDB0094806$7-octenoylglycine)	('C10H17NO3_199.120843', '', 1)
F402	242.1581140756607	193.6922673439998	506	kp45_240.1475	13C/12C,M+H+	None	240.14748612734334	Pirbuterol	(HMDB0015407$Pirbuterol)	('C12H20N2O3_240.147393', '', 1)
F381	241.154766112566	194.4647823040002	508	kp45_240.1475	M0,M+H+	None	240.14748612734334	Pirbuterol	(HMDB0015407$Pirbuterol)	('C12H20N2O3_240.147393', '', 1)
F382	241.154766112566	203.2243464799998	531	kp46_240.1475	M0,M+H+	None	240.14748612734334	Pirbuterol	(HMDB0015407$Pirbuterol)	('C12H20N2O3_240.147393', '', 1)
F403	242.1581140756607	203.2243464799998	531	kp46_240.1475	13C/12C,M+H+	None	240.14748612734334	Pirbuterol	(HMDB0015407$Pirbuterol)	('C12H20N2O3_240.147393', '', 1)
F414	243.04112935066223	148.16477817499978	387	kp47_241.0304	13C/12C,M+H+	None	241.03044059070604			
F385	242.03765976428986	147.4066373920002	385	kp47_241.0304	M0,M+H+	None	241.03044059070604			
F495	156.9776201248169	253.15360329499978	662	kp48_154.967	13C/12C,M+H+	None	154.9670237813112			
F477	197.0009108185768	253.536752208	663	kp48_154.967	M0,ACN	None	154.9670237813112			
F405	155.97427380084991	254.68069412800017	666	kp48_154.967	M0,M+H+	None	154.9670237813112			
F692	158.04863500595093	141.352096176	369	kp49_117.0789	13C/12C*2,K/H	None	117.0789037517766	L-Valine	(HMDB0000883$L-Valine;HMDB0001382$Vaporole;HMDB0002141$N-Methyl-a-aminoisobutyric acid;HMDB0003355$5-Aminopentanoic acid;HMDB0013716$Norvaline;HMDB0015550$Amyl Nitrite)	('C5H11NO2_117.078979', '', 1)
F3135	141.07155093550682	143.2458605119998	374	kp49_117.0789	13C/12C,Na/H	None	117.0789037517766	L-Valine	(HMDB0000883$L-Valine;HMDB0001382$Vaporole;HMDB0002141$N-Methyl-a-aminoisobutyric acid;HMDB0003355$5-Aminopentanoic acid;HMDB0013716$Norvaline;HMDB0015550$Amyl Nitrite)	('C5H11NO2_117.078979', '', 1)
